,word,label
9530,n,en
9531,no,en
9532,one,en
9533,vl,as
9534,again,en
9535,dare,en
9536,do,en
9537,smthn,en
9538,r,as
9539,jarar,as
9540,dled,en
9541,as,en
9542,amrar,as
9543,asa,as
9544,tha,as
9545,ki,as
9546,hoiboh,as
9547,tumi,as
9548,nokol,as
9549,kri,as
9550,pas,as
9551,krisila,as
9552,kijani,as
9553,mr,en
9554,doubt,en
9555,axe,en
9556,next,en
9557,time,en
9558,val,as
9559,krar,as
9560,krne,as
9561,try,en
9562,kra,as
9563,bro,as
9564,aru,as
9565,nhole,as
9566,bahirot,as
9567,poribo,as
9568,jwa,as
9569,let,en
9570,him,en
9571,use,en
9572,helicopter,en
9573,teacher,en
9574,appointmentor,en
9575,dayitto,as
9576,apunak,as
9577,diya,as
9578,jen,as
9579,lage,as
9580,parile,as
9581,dewalir,as
9582,agote,as
9583,murtu,as
9584,boking,as
9585,kori,as
9586,rakhi,as
9587,diba,as
9588,plz,en
9589,weldon,en
9590,didi,as
9591,r,as
9592,koto,as
9593,golpo,as
9594,suntam,as
9595,hay,en
9596,hay,en
9597,nrc,ne
9598,ka,as
9599,net,en
9600,down,en
9601,gaon,as
9602,mein,as
9603,why,en
9604,sirf,en
9605,graphic,en
9606,up,en
9607,down,en
9608,se,as
9609,page,en
9610,ko,as
9611,promotion,en
9612,tu,as
9613,mil,as
9614,jayega,as
9615,magar,as
9616,public,en
9617,ka,as
9618,harasment,en
9619,graphic,en
9620,dekha,as
9621,ke,as
9622,dehko,as
9623,aur,as
9624,unka,as
9625,faida,as
9626,dalal,as
9627,ko,as
9628,milta,as
9629,hai,as
9630,ear,en
9631,last,en
9632,date,en
9633,katiya,as
9634,ase,as
9635,ok,as
9636,being,en
9637,a,en
9638,party,en
9639,member,en
9640,bolna,as
9641,parta,as
9642,hain,as
9643,but,en
9644,fact,en
9645,remains,en
9646,amit,as
9647,shah,as
9648,with,en
9649,modi,as
9650,looks,en
9651,similar,en
9652,to,en
9653,amar,as
9654,singh,as
9655,with,en
9656,amitav,as
9657,bacchan,en
9658,pakka,as
9659,c,en
9660,lagta,as
9661,hain,as
9662,mano,as
9663,ya,as
9664,na,as
9665,mano,as
9666,salu,as
9667,garib,as
9668,ku,as
9669,dekho,as
9670,monotosh,as
9671,da,as
9672,karimgant,as
9673,ar,as
9674,cntractual,en
9675,ar,as
9676,kuno,as
9677,kbr,as
9678,asa,as
9679,merit,en
9680,list,en
9681,ar,as
9682,apunaluke,as
9683,khidina,as
9684,khon,as
9685,eta,as
9686,update,en
9687,dise,as
9688,je,as
9689,bosoror,as
9690,baabe,as
9691,deled,en
9692,extd,en
9693,korise,as
9694,buli,as
9695,kheai,as
9696,tu,as
9697,misa,as
9698,koise,as
9699,deled,en
9700,extd,en
9701,tu,as
9702,huwa,as
9703,naai,as
9704,na,as
9705,na,as
9706,professional,en
9707,qualifications,en
9708,fill,en
9709,up,en
9710,na,as
9711,korle,as
9712,apply,en
9713,korte,as
9714,impossible,en
9715,t,as
9716,ta,as
9717,mur,as
9718,fake,en
9719,accounr,as
9720,hoi,as
9721,p,en
9722,woh,as
9723,din,as
9724,chola,ne
9725,goya,as
9726,sbuvasish,en
9727,sir,en
9728,tell,en
9729,u,en
9730,a,en
9731,nice,en
9732,advice,en
9733,follow,en
9734,this,en
9735,b,as
9736,sc,en
9737,chem,en
9738,is,en
9739,too,en
9740,high,en
9741,than,en
9742,engineering,en
9743,degree,en
9744,frm,en
9745,bbec,en
9746,or,as
9747,jist,en
9748,xunder,as
9749,anuvob,as
9750,akhile,as
9751,xosa,as
9752,kotha,as
9753,kua,as
9754,babe,as
9755,ekanshai,as
9756,etia,as
9757,teuk,as
9758,pagal,as
9759,hajiboloi,as
9760,saise,as
9761,amiu,as
9762,sarbar,as
9763,netritwat,as
9764,he,as
9765,bjp,ne
9766,bisaru,as
9767,go,en
9768,nd,en
9769,study,en
9770,instead,en
9771,of,en
9772,confessing,en
9773,ur,en
9774,bf,en
9775,is,en
9776,aware,en
9777,of,en
9778,his,en
9779,boards,en
9780,n,en
9781,so,en
9782,he,as
9783,is,en
9784,bsy,en
9785,studing,en
9786,u,en
9787,too,en
9788,better,en
9789,go,en
9790,fr,en
9791,studies,en
9792,gud,as
9793,luck,en
9794,sis,as
9795,sale,en
9796,copy,en
9797,krta,as
9798,hai,as
9799,stry,en
9800,receipt,en
9801,or,as
9802,date,en
9803,sep,as
9804,howatuwe,as
9805,bor,as
9806,asorit,as
9807,kotha,as
9808,field,en
9809,verification,en
9810,conducted,en
9811,under,en
9812,dangtal,as
9813,crcr,en
9814,in,en
9815,bongaigaon,ne
9816,on,en
9817,th,en
9818,nov,as
9819,here,en
9820,are,en
9821,a,en
9822,few,en
9823,moments,en
9824,framed,en
9825,by,en
9826,the,en
9827,circle,en
9828,project,en
9829,supervisor,en
9830,of,en
9831,the,en
9832,respective,en
9833,circle,en
9834,hum,as
9835,party,en
9836,karke,as
9837,aa,as
9838,gaye,as
9839,bolna,as
9840,tha,as
9841,aap,as
9842,bhi,as
9843,aa,as
9844,jaate,as
9845,humaare,as
9846,saath,as
9847,bharat,as
9848,sarkar,as
9849,a,en
9850,jihetu,as
9851,ghukhona,as
9852,korile,as
9853,je,as
9854,bangladeshi,as
9855,hindu,en
9856,hokolok,as
9857,indian,en
9858,citizenship,en
9859,diya,as
9860,hobo,as
9861,buli,as
9862,bjp,ne
9863,sarkaror,as
9864,ei,as
9865,podokhepok,as
9866,north,en
9867,east,en
9868,aru,as
9869,assamot,as
9870,thoka,as
9871,khilonjiya,as
9872,luk,as
9873,hokole,as
9874,ketiyao,as
9875,mani,as
9876,nolobo,as
9877,bangladeshir,as
9878,homoshyat,as
9879,ami,as
9880,assamor,as
9881,manuh,as
9882,khini,as
9883,agor,as
9884,porai,as
9885,bhugi,as
9886,asu,as
9887,aru,as
9888,tate,as
9889,etia,as
9890,bjp,ne
9891,sarkar,as
9892,a,en
9893,ei,as
9894,ghukhona,as
9895,kori,as
9896,north,en
9897,east,en
9898,aru,as
9899,assamor,as
9900,manuhok,as
9901,protarito,as
9902,korise,as
9903,we,en
9904,want,en
9905,justice,en
9906,sir,en
9907,aita,as
9908,advertise,en
9909,central,en
9910,re,en
9911,dekhanor,as
9912,jonno,as
9913,bair,as
9914,korse,as
9915,to,en
9916,get,en
9917,relaxation,en
9918,as,en
9919,soon,en
9920,as,en
9921,possible,en
9922,naile,as
9923,hbs,en
9924,erokom,as
9925,korto,as
9926,na,as
9927,march,as
9928,projonto,as
9929,aro,as
9930,contractual,en
9931,dibo,as
9932,ami,as
9933,aita,as
9934,sure,en
9935,deled,en
9936,relax,en
9937,koriya,as
9938,our,en
9939,btc,en
9940,chief,en
9941,s,as
9942,reaction,en
9943,on,en
9944,anti,en
9945,corruption,en
9946,would,en
9947,be,en
9948,like,en
9949,this,en
9950,corruption,en
9951,nathakile,as
9952,keneke,as
9953,hobo,as
9954,ami,as
9955,raijok,as
9956,keneke,as
9957,thanda,as
9958,rakhibo,as
9959,raij,as
9960,toka,as
9961,nohole,as
9962,manibo,as
9963,nki,as
9964,ki,as
9965,jambha,as
9966,r,as
9967,moto,as
9968,kotha,as
9969,koi,as
9970,c,en
9971,m,as
9972,e,as
9973,mor,as
9974,pora,as
9975,rajniti,as
9976,hikok,as
9977,nohole,as
9978,besi,as
9979,din,as
9980,lasting,en
9981,nokore,as
9982,thuwa,as
9983,he,as
9984,tumr,as
9985,bhabona,as
9986,swali,as
9987,sai,as
9988,furat,as
9989,koi,as
9990,eman,as
9991,dine,as
9992,dhudor,as
9993,ali,as
9994,bonabo,as
9995,parila,as
9996,hoi,as
9997,ru,as
9998,ki,as
9999,pohila,as
10000,hoi,as
10001,eman,as
10002,dine,as
10003,aji,as
10004,loi,as
10005,k,as
10006,gom,as
10007,npla,as
10008,delhi,as
10009,indiar,as
10010,bhitort,as
10011,heikrne,as
10012,sakori,as
10013,pwa,as
10014,nai,as
10015,tumi,as
10016,circle,en
10017,officer,en
10018,moran,as
10019,shri,as
10020,ankur,as
10021,bhorali,as
10022,on,en
10023,quality,en
10024,check,en
10025,inspection,en
10026,of,en
10027,field,en
10028,verification,en
10029,reports,en
10030,at,en
10031,gazpuria,as
10032,nsk,en
10033,at,en
10034,moran,as
10035,circle,en
10036,of,en
10037,dibrugarh,ne
10038,doya,as
10039,koria,as
10040,load,en
10041,shedding,en
10042,loi,as
10043,kichu,as
10044,korin,as
10045,jeneke,as
10046,apunar,as
10047,post,en
10048,bur,as
10049,sao,as
10050,ketiyaba,as
10051,apunar,as
10052,hoi,as
10053,june,ne
10054,aei,as
10055,postbur,as
10056,kore,as
10057,thekhetok,as
10058,request,en
10059,jonalu,as
10060,amaru,as
10061,dukhiya,as
10062,manuhor,as
10063,postbur,as
10064,hon,as
10065,ble,as
10066,c,en
10067,m,as
10068,sir,en
10069,k,as
10070,obogoto,as
10071,korejen,as
10072,agote,as
10073,jikiai,as
10074,lauk,as
10075,diason,as
10076,parib,as
10077,jano,as
10078,congresok,as
10079,rudhib,as
10080,noare,as
10081,best,en
10082,of,en
10083,luck,en
10084,sarba,as
10085,da,as
10086,artistes,en
10087,performing,en
10088,during,en
10089,the,en
10090,opening,en
10091,ceremony,en
10092,of,en
10093,the,en
10094,th,en
10095,all,en
10096,india,as
10097,police,en
10098,hockey,en
10099,championship,en
10100,at,en
10101,maulana,as
10102,md,en
10103,tayabullah,as
10104,hockey,en
10105,stadium,en
10106,bhetapara,as
10107,in,en
10108,guwahati,ne
10109,on,en
10110,monday,ne
10111,i,en
10112,am,en
10113,from,en
10114,uttar,ne
10115,pradesh,en
10116,i,en
10117,need,en
10118,nrc,ne
10119,well,en
10120,done,en
10121,tri,as
10122,again,en
10123,and,en
10124,not,en
10125,for,en
10126,u,en
10127,r,as
10128,less,en
10129,dent,en
10130,n,en
10131,u,en
10132,r,as
10133,work,en
10134,to,en
10135,continue,en
10136,carry,en
10137,on,en
10138,oto,as
10139,ashar,as
10140,kota,as
10141,kowaorna,as
10142,kowaor,as
10143,positive,en
10144,chinta,as
10145,korer,as
10146,kothar,as
10147,kowaor,as
10148,ok,as
10149,negative,en
10150,thinking,en
10151,gruptare,en
10152,durbol,as
10153,kora,as
10154,chara,as
10155,r,as
10156,kichuna,as
10157,bdw,en
10158,amr,as
10159,status,en
10160,oilo,as
10161,positive,en
10162,thinking,en
10163,r,as
10164,upre,as
10165,ashar,as
10166,kothar,as
10167,upre,as
10168,je,as
10169,job,en
10170,je,as
10171,oibo,as
10172,but,en
10173,i,en
10174,think,en
10175,apnr,en
10176,asha,as
10177,nai,as
10178,charidisoin,as
10179,so,en
10180,amr,as
10181,status,en
10182,na,as
10183,deklei,as
10184,oilo,as
10185,oneee,as
10186,comnto,as
10187,na,as
10188,dilei,as
10189,oilo,as
10190,oneee,as
10191,but,en
10192,tao,as
10193,disoin,as
10194,erlgi,as
10195,thnkso,as
10196,janairm,as
10197,ete,as
10198,bujjar,as
10199,je,as
10200,apnaro,as
10201,asha,as
10202,ase,as
10203,je,as
10204,job,en
10205,oibo,as
10206,but,en
10207,prokash,as
10208,korte,as
10209,parrana,as
10210,d,as
10211,i,en
10212,knw,en
10213,i,en
10214,hav,en
10215,to,en
10216,control,en
10217,bt,en
10218,the,en
10219,more,en
10220,i,en
10221,thnk,en
10222,of,en
10223,dieting,en
10224,the,en
10225,more,en
10226,hungry,en
10227,i,en
10228,get,en
10229,p,en
10230,assamo,as
10231,r,as
10232,kotn,as
10233,vacant,en
10234,postase,as
10235,tet,as
10236,formee,en
10237,uplodkorse,as
10238,dekio,as
10239,um,as
10240,serious,en
10241,problem,en
10242,but,en
10243,should,en
10244,wait,en
10245,nd,en
10246,in,en
10247,m,as
10248,net,en
10249,pack,en
10250,v,as
10251,ab,as
10252,government,en
10253,se,as
10254,dalwao,as
10255,ge,as
10256,kya,as
10257,waise,as
10258,v,as
10259,karne,as
10260,kya,as
10261,wale,as
10262,ho,as
10263,free,en
10264,wi,as
10265,fi,as
10266,se,as
10267,fb,en
10268,w,as
10269,app,as
10270,bohot,as
10271,kaam,as
10272,he,as
10273,karne,as
10274,ko,as
10275,free,en
10276,wi,as
10277,fi,as
10278,to,en
10279,point,en
10280,me,as
10281,aate,as
10282,hi,as
10283,nhi,as
10284,hai,as
10285,yaar,as
10286,myna,as
10287,barua,as
10288,gutei,as
10289,modahi,as
10290,bilaake,as
10291,aahi,as
10292,yaate,as
10293,ulta,as
10294,pulta,as
10295,comment,en
10296,maari,as
10297,aase,as
10298,page,en
10299,tuei,as
10300,khul,as
10301,nekhai,as
10302,aab,as
10303,se,as
10304,yaad,as
10305,rahega,as
10306,orange,en
10307,is,en
10308,the,en
10309,new,en
10310,black,en
10311,nojonake,as
10312,kotha,as
10313,nkobi,as
10314,buiso,as
10315,aji,as
10316,brasil,as
10317,e,as
10318,val,as
10319,khelise,as
10320,referee,en
10321,r,as
10322,soku,as
10323,r,as
10324,golmaal,ne
10325,hoise,as
10326,hiranya,as
10327,bro,as
10328,ami,as
10329,help,en
10330,koribo,as
10331,bisaru,as
10332,apuni,as
10333,bank,en
10334,r,as
10335,account,en
10336,details,en
10337,grp,en
10338,t,as
10339,post,en
10340,korok,as
10341,karon,as
10342,medium,en
10343,nd,en
10344,sc,en
10345,st,en
10346,sobor,as
10347,akei,as
10348,prblm,en
10349,hoi,as
10350,ase,as
10351,so,en
10352,ami,as
10353,help,en
10354,koribo,as
10355,agree,en
10356,asu,as
10357,hd,en
10358,bn,en
10359,thru,en
10360,dz,en
10361,i,en
10362,cn,en
10363,undrstnd,en
10364,ua,en
10365,flngz,en
10366,bt,en
10367,dn,en
10368,u,en
10369,knw,en
10370,wt,en
10371,lyf,en
10372,jst,en
10373,goez,as
10374,on,en
10375,boleto,as
10376,it,en
10377,hs,en
10378,to,en
10379,go,en
10380,on,en
10381,so,en
10382,b,as
10383,strng,en
10384,n,as
10385,tc,en
10386,bro,as
10387,dled,en
10388,yrs,en
10389,sesh,as
10390,oite,as
10391,course,en
10392,o,as
10393,complite,en
10394,oibo,as
10395,good,en
10396,morning,en
10397,sir,en
10398,its,en
10399,very,en
10400,proud,en
10401,of,en
10402,you,en
10403,for,en
10404,this,en
10405,anisitive,as
10406,but,en
10407,now,en
10408,many,en
10409,cancer,en
10410,patients,en
10411,are,en
10412,not,en
10413,get,en
10414,any,en
10415,govt,en
10416,facilities,en
10417,because,en
10418,my,en
10419,daughter,en
10420,is,en
10421,suffering,en
10422,in,en
10423,blood,en
10424,cancer,en
10425,and,en
10426,treepment,en
10427,at,en
10428,gmch,en
10429,okol,as
10430,form,en
10431,scan,en
10432,kari,as
10433,thoise,as
10434,ni,as
10435,rey,as
10436,sharing,en
10437,pictures,en
10438,captured,en
10439,across,en
10440,the,en
10441,state,en
10442,of,en
10443,various,en
10444,activities,en
10445,under,en
10446,updating,en
10447,of,en
10448,nrc,ne
10449,in,en
10450,assam,ne
10451,over,en
10452,the,en
10453,last,en
10454,two,en
10455,weeks,en
10456,of,en
10457,october,ne
10458,for,en
10459,details,en
10460,click,en
10461,on,en
10462,individual,en
10463,photos,en
10464,ajker,as
10465,paper,en
10466,o,as
10467,dilo,as
10468,sob,as
10469,tet,as
10470,passed,en
10471,candidates,en
10472,verification,en
10473,o,as
10474,jawar,as
10475,lagia,as
10476,radio,en
10477,te,as
10478,o,as
10479,koise,as
10480,keu,as
10481,dekhso,as
10482,ni,as
10483,i,en
10484,went,en
10485,to,en
10486,a,en
10487,north,en
10488,east,en
10489,indian,en
10490,resturent,en
10491,in,en
10492,munerika,as
10493,new,en
10494,delhi,as
10495,today,en
10496,and,en
10497,they,en
10498,denied,en
10499,to,en
10500,offer,en
10501,me,as
10502,food,en
10503,and,en
10504,said,en
10505,that,en
10506,they,en
10507,offer,en
10508,only,en
10509,puri,as
10510,sabzi,as
10511,to,en
10512,indians,en
10513,funny,en
10514,and,en
10515,pissed,en
10516,of,en
10517,u,en
10518,eat,en
10519,in,en
10520,our,en
10521,plates,en
10522,and,en
10523,pee,as
10524,on,en
10525,it,en
10526,am,en
10527,from,en
10528,assam,ne
10529,and,en
10530,we,en
10531,are,en
10532,stupid,en
10533,that,en
10534,our,en
10535,state,en
10536,act,en
10537,as,en
10538,ur,en
10539,backbone,en
10540,for,en
10541,all,en
10542,your,en
10543,trade,en
10544,and,en
10545,economic,en
10546,activities,en
10547,um,as
10548,ako,as
10549,slang,en
10550,wrd,en
10551,txt,en
10552,kor,as
10553,tak,as
10554,u,en
10555,both,en
10556,love,en
10557,each,en
10558,other,en
10559,so,en
10560,much,en
10561,y,as
10562,r,as
10563,u,en
10564,caring,en
10565,abt,en
10566,any,en
10567,othr,as
10568,differences,en
10569,i,en
10570,blv,en
10571,human,en
10572,beings,en
10573,hv,en
10574,two,en
10575,classes,en
10576,only,en
10577,good,en
10578,ppl,en
10579,nd,en
10580,bad,en
10581,ppl,en
10582,so,en
10583,rest,en
10584,al,as
10585,diferences,en
10586,and,en
10587,clases,en
10588,r,as
10589,bulshit,en
10590,nd,en
10591,judgemnt,en
10592,on,en
10593,dat,en
10594,bases,en
10595,will,en
10596,be,en
10597,vry,as
10598,stupid,en
10599,tet,as
10600,pass,en
10601,koria,as
10602,jdi,as
10603,kau,as
10604,irokm,as
10605,kotha,as
10606,satti,as
10607,mne,as
10608,kore,as
10609,te,as
10610,kmne,en
10611,oibo,as
10612,tet,as
10613,tara,as
10614,age,en
10615,dilo,as
10616,na,as
10617,kne,as
10618,ota,as
10619,age,en
10620,tarare,as
10621,jigao,as
10622,d,as
10623,ed,as
10624,kuno,as
10625,entrance,en
10626,exm,en
10627,nai,as
10628,je,as
10629,pass,en
10630,korle,as
10631,u,en
10632,je,as
10633,kuno,as
10634,kau,as
10635,chakri,as
10636,pailibo,as
10637,ita,as
10638,murkho,as
10639,manushre,as
10640,kau,as
10641,u,en
10642,chakri,as
10643,dito,as
10644,na,as
10645,case,en
10646,korle,as
10647,koruk,as
10648,na,as
10649,court,en
10650,e,as
10651,hasbo,as
10652,court,en
10653,tarar,as
10654,moto,as
10655,murkho,as
10656,nai,as
10657,o,as
10658,god,en
10659,k,as
10660,moribo,as
10661,dsa,as
10662,keep,en
10663,it,en
10664,up,en
10665,we,en
10666,are,en
10667,very,en
10668,glad,en
10669,hearing,en
10670,that,en
10671,bcci,en
10672,will,en
10673,be,en
10674,under,en
10675,rti,as
10676,very,en
10677,soon,en
10678,please,en
10679,make,en
10680,sure,en
10681,right,en
10682,man,as
10683,on,en
10684,right,en
10685,post,en
10686,in,en
10687,the,en
10688,various,en
10689,sports,en
10690,body,en
10691,excuse,en
10692,me,as
10693,stop,en
10694,blaming,en
10695,dat,en
10696,guy,en
10697,yeah,en
10698,tar,as
10699,vul,as
10700,ase,as
10701,bt,en
10702,dat,en
10703,nt,en
10704,means,en
10705,he,as
10706,s,as
10707,an,en
10708,idiot,en
10709,and,en
10710,more,en
10711,thng,as
10712,sob,as
10713,suwali,ne
10714,bur,as
10715,eke,as
10716,hoe,as
10717,kela,as
10718,poisa,as
10719,pagol,as
10720,btr,as
10721,truth,en
10722,entrance,en
10723,ahi,as
10724,ase,as
10725,ebar,as
10726,napale,as
10727,moi,as
10728,ses,as
10729,rati,as
10730,tuponi,as
10731,naha,as
10732,hoise,as
10733,sintat,as
10734,himonto,as
10735,na,as
10736,chara,as
10737,tor,as
10738,bape,as
10739,dito,as
10740,ni,as
10741,chakri,as
10742,mr,en
10743,sparrow,en
10744,apuni,as
10745,okol,as
10746,survey,en
10747,koribo,as
10748,ne,as
10749,kiba,as
10750,confessions,en
10751,u,en
10752,post,en
10753,koribo,as
10754,sir,en
10755,can,en
10756,you,en
10757,discuss,en
10758,about,en
10759,mudra,as
10760,loan,en
10761,implement,en
10762,in,en
10763,assam,ne
10764,no,en
10765,bankers,en
10766,are,en
10767,giving,en
10768,mudra,as
10769,loan,en
10770,in,en
10771,local,en
10772,peoples,en
10773,if,en
10774,they,en
10775,are,en
10776,issuing,en
10777,any,en
10778,loan,en
10779,then,en
10780,they,en
10781,are,en
10782,non,en
10783,assamese,en
10784,kindly,en
10785,do,en
10786,it,en
10787,johnyblaze,as
10788,sorry,en
10789,pallavi,ne
10790,das,as
10791,was,en
10792,a,en
10793,little,en
10794,busy,en
10795,bea,as
10796,lagse,as
10797,neki,as
10798,miss,en
10799,existing,en
10800,untrained,en
10801,teacher,en
10802,tho,as
10803,roi,as
10804,gese,as
10805,bohut,as
10806,will,en
10807,try,en
10808,and,en
10809,give,en
10810,my,en
10811,best,en
10812,shot,en
10813,if,en
10814,needed,en
10815,will,en
10816,go,en
10817,for,en
10818,higher,en
10819,studies,en
10820,there,en
10821,the,en
10822,best,en
10823,thing,en
10824,being,en
10825,you,en
10826,don,as
10827,t,as
10828,have,en
10829,to,en
10830,pay,en
10831,for,en
10832,the,en
10833,acads,en
10834,its,en
10835,absolutely,en
10836,free,en
10837,you,en
10838,only,en
10839,have,en
10840,to,en
10841,pay,en
10842,for,en
10843,the,en
10844,fooding,en
10845,and,en
10846,lodging,en
10847,because,en
10848,i,en
10849,don,as
10850,t,as
10851,see,en
10852,any,en
10853,chance,en
10854,of,en
10855,the,en
10856,german,en
10857,beasts,en
10858,coming,en
10859,in,en
10860,india,as
10861,for,en
10862,the,en
10863,placements,en
10864,bharoto,as
10865,toka,as
10866,kenekoi,as
10867,sioai,as
10868,votersokole,as
10869,jannene,as
10870,ajon,as
10871,manuhar,as
10872,namot,as
10873,mane,as
10874,voterr,en
10875,namot,as
10876,mahe,as
10877,muth,as
10878,ghoruwa,as
10879,utpadon,as
10880,gdp,en
10881,jantror,as
10882,dara,as
10883,sopai,as
10884,aru,as
10885,janibor,as
10886,babe,as
10887,coll,en
10888,kork,as
10889,andu,as
10890,matiya,as
10891,raag,as
10892,uthaio,as
10893,na,as
10894,choreographer,en
10895,keita,as
10896,t,as
10897,ke,as
10898,singer,en
10899,keitar,as
10900,olop,as
10901,besi,as
10902,jaa,as
10903,taa,as
10904,lyrics,en
10905,likhe,as
10906,please,en
10907,elaborate,en
10908,your,en
10909,point,en
10910,so,en
10911,many,en
10912,things,en
10913,to,en
10914,know,en
10915,those,en
10916,who,en
10917,don,as
10918,t,as
10919,know,en
10920,plz,en
10921,post,en
10922,ur,en
10923,email,en
10924,i,en
10925,d,as
10926,i,en
10927,will,en
10928,give,en
10929,details,en
10930,do,en
10931,your,en
10932,home,en
10933,work,en
10934,well,en
10935,after,en
10936,that,en
10937,decide,en
10938,what,en
10939,is,en
10940,required,en
10941,and,en
10942,what,en
10943,is,en
10944,not,en
10945,don,as
10946,t,as
10947,blame,en
10948,on,en
10949,others,en
10950,just,en
10951,by,en
10952,listening,en
10953,some,en
10954,news,en
10955,channel,en
10956,newspaper,en
10957,reporters,en
10958,talk,en
10959,show,en
10960,handiq,as
10961,ot,as
10962,porhe,as
10963,buli,as
10964,knke,as
10965,gm,en
10966,pala,as
10967,o,as
10968,red,en
10969,dupata,as
10970,loi,as
10971,asl,as
10972,nki,as
10973,lol,as
10974,d,as
10975,god,en
10976,bless,en
10977,indian,en
10978,army,en
10979,and,en
10980,prayers,en
10981,for,en
10982,the,en
10983,souls,en
10984,to,en
10985,rest,en
10986,in,en
10987,peace,en
10988,hbs,en
10989,sir,en
10990,er,as
10991,sab,as
10992,kothar,as
10993,modhye,as
10994,ekta,as
10995,fak,as
10996,thake,as
10997,jeta,as
10998,amra,as
10999,bujhi,as
11000,na,as
11001,ei,as
11002,kothar,as
11003,modhyeo,as
11004,aache,as
11005,etia,as
11006,sausun,as
11007,keita,as
11008,bideshi,as
11009,ulabo,as
11010,pare,as
11011,missed,en
11012,it,en
11013,amr,as
11014,sc,en
11015,kxj,as
11016,sesh,as
11017,paitm,as
11018,na,as
11019,mny,as
11020,pls,en
11021,make,en
11022,all,en
11023,official,en
11024,systems,en
11025,online,en
11026,and,en
11027,fast,en
11028,instead,en
11029,of,en
11030,using,en
11031,pile,en
11032,of,en
11033,files,en
11034,cm,en
11035,sir,en
11036,make,en
11037,a,en
11038,rule,en
11039,of,en
11040,using,en
11041,more,en
11042,computers,en
11043,and,en
11044,give,en
11045,importance,en
11046,in,en
11047,it,en
11048,sector,en
11049,and,en
11050,the,en
11051,corrupted,en
11052,persons,en
11053,shud,en
11054,be,en
11055,prison,en
11056,for,en
11057,minm,as
11058,yrs,en
11059,if,en
11060,reqd,en
11061,recruit,en
11062,ips,en
11063,ias,as
11064,officers,en
11065,in,en
11066,places,en
11067,needed,en
11068,to,en
11069,teach,en
11070,them,en
11071,a,en
11072,lesson,en
11073,jonmo,as
11074,hoisa,as
11075,he,as
11076,bhonti,as
11077,kdinman,as
11078,agot,as
11079,emn,en
11080,prem,as
11081,t,as
11082,khojoti,as
11083,tmr,as
11084,n,en
11085,abiskar,as
11086,ata,as
11087,u,en
11088,korisa,as
11089,tmi,as
11090,daes,as
11091,apuni,as
11092,assam,ne
11093,khanok,as
11094,kio,as
11095,gurutta,as
11096,nidiye,as
11097,atia,as
11098,apuna,as
11099,hatot,as
11100,power,en
11101,ase,as
11102,so,en
11103,pls,en
11104,keikhonman,as
11105,notun,as
11106,stadium,en
11107,binai,as
11108,diok,as
11109,assam,ne
11110,r,as
11111,karone,as
11112,bad,en
11113,diya,as
11114,he,as
11115,aisb,en
11116,love,en
11117,sove,as
11118,tmi,as
11119,val,as
11120,poak,as
11121,besi,as
11122,imprtnt,en
11123,nidi,as
11124,jiye,as
11125,tmk,as
11126,val,as
11127,pai,as
11128,heijk,as
11129,besi,as
11130,imprtnt,en
11131,dba,as
11132,n,en
11133,saba,as
11134,tmatkoi,as
11135,happy,en
11136,aro,as
11137,ei,as
11138,prithibit,as
11139,kono,as
11140,nai,as
11141,drct,en
11142,tmi,as
11143,bli,as
11144,koa,as
11145,krne,as
11146,beya,as
11147,nepaba,as
11148,beya,as
11149,paba,as
11150,bli,as
11151,sorry,en
11152,koi,as
11153,thlo,as
11154,agote,as
11155,vai,as
11156,sm,en
11157,hea,as
11158,mar,as
11159,jrny,en
11160,bor,as
11161,beya,as
11162,hol,as
11163,jen,as
11164,palu,as
11165,nxt,en
11166,tym,as
11167,lorar,as
11168,armpit,en
11169,xungiba,as
11170,kela,as
11171,u,en
11172,are,en
11173,right,en
11174,nirmal,as
11175,what,en
11176,are,en
11177,you,en
11178,going,en
11179,to,en
11180,do,en
11181,with,en
11182,the,en
11183,survey,en
11184,results,en
11185,b,as
11186,tech,en
11187,in,en
11188,no,en
11189,way,en
11190,actually,en
11191,ki,as
11192,bosa,as
11193,mi,as
11194,nijey,as
11195,jante,as
11196,pari,as
11197,na,as
11198,controversy,en
11199,galore,as
11200,is,en
11201,our,en
11202,seba,as
11203,and,en
11204,education,en
11205,minister,en
11206,is,en
11207,the,en
11208,culprit,en
11209,for,en
11210,behaving,en
11211,like,en
11212,joker,en
11213,first,en
11214,put,en
11215,top,en
11216,five,en
11217,official,en
11218,and,en
11219,minister,en
11220,under,en
11221,house,en
11222,arrest,en
11223,tha,as
11224,order,en
11225,an,en
11226,impartial,en
11227,inquiry,en
11228,by,en
11229,a,en
11230,sitting,en
11231,judge,en
11232,of,en
11233,high,en
11234,court,en
11235,to,en
11236,know,en
11237,the,en
11238,cause,en
11239,pradip,as
11240,kalita,as
11241,p,en
11242,k,as
11243,moha,as
11244,hoi,as
11245,honmanere,as
11246,kotha,as
11247,kobo,as
11248,najanile,as
11249,kotha,as
11250,nukuai,as
11251,val,as
11252,kio,as
11253,olu,as
11254,apunak,as
11255,kuar,as
11256,proujon,as
11257,nisoi,as
11258,nai,as
11259,desh,as
11260,ko,as
11261,luta,as
11262,hai,as
11263,sale,en
11264,ne,as
11265,i,en
11266,am,en
11267,ready,en
11268,to,en
